\	93.499802	233.499805
30.748841	30.899474	bl42
\	72.507389	243.859055
31.174544	31.469261	bl43
\	94.793321	225.325592
31.325177	31.469261	bl44
\	81.785080	225.325592
31.875316	32.117639	bl45
\	105.390099	239.191132
32.654680	33.027988	bl46
\	91.797003	243.859055
33.113129	33.479888	bl47
\	97.443649	234.546341
33.178621	33.329255	bl48
\	77.918755	225.325592
33.846647	37.304664	bl142
\	73.084525	211.664642
34.161013	34.481927	bl49
\	93.601989	248.550171
34.606363	34.763546	bl50
\	89.575562	262.763855
34.763546	36.780722	bl51
\	78.569853	234.546341
36.859313	37.226073	bl52
\	77.028300	225.325592
37.645226	37.828606	bl53
\	93.499802	243.859055
38.398393	38.712758	bl54
\	89.060766	234.546341
39.813036	40.153598	bl57
\	85.670685	258.002472
39.842508	40.016063	bl55
\	89.575562	234.546341
39.999690	40.140500	bl56
\	84.306335	234.546341
41.155637	41.581340	bl58
\	70.243263	258.002472
41.260425	41.438893	bl59
\	75.569355	243.859055
41.438893	41.581340	bl60
\	58.871925	146.326279
41.635371	42.539171	bl68
\	434.986557	655.461670
41.635371	42.368890	bl61
\	497.452972	656.892522
42.244454	42.352517	bl62
\	74.071457	163.277512
42.375439	42.539171	bl63
\	389.804474	622.274170
42.413098	42.720914	bl64
\	64.292501	243.859055
42.539171	42.688167	bl69
\	70.243263	819.181946
42.553907	42.642322	bl65
\	232.930607	545.901367
42.565368	42.629224	bl66
\	570.855835	849.609741
43.788445	44.060240	bl70
\	70.243263	253.264557
43.886684	44.048779	bl74
\	77.918755	570.855835
43.894871	44.037318	bl71
\	56.575023	248.550171
43.924343	43.993110	bl72
\	241.914605	545.901367
44.410626	45.507630	bl75
\	85.659632	243.859055
45.080289	45.507630	bl76
\	75.479944	234.546341
46.563700	46.699597	bl78
\	89.575562	262.763855
46.563700	46.827308	bl77
\	88.157080	243.859055
46.699597	46.827308	bl79
\	71.680920	253.264557
47.798238	48.246863	bl80
\	111.502548	243.859055
47.809699	48.009452	bl81
\	66.130913	253.264557
48.020913	48.232128	bl82
\	93.763954	253.264557
49.307846	49.461754	bl84
\	97.443649	267.548859
49.307846	49.689341	bl83
\	89.575562	253.264557
49.489588	49.689341	bl85
\	97.443649	239.191132
50.586591	50.729038	bl86
\	117.458549	253.264557
50.778158	51.151466	bl87
\	95.402610	243.859055
51.027030	51.151466	bl88
\	84.518424	248.550171
51.765461	55.210379	bl92
\	79.427191	243.859055
51.765461	52.001235	bl89
\	80.775331	243.859055
51.870249	55.210379	bl141
\	89.575562	216.195709
54.476860	54.738831	bl90
\	82.982744	248.550171
54.791225	55.092492	bl91
\	79.427191	243.859055
56.389248	56.716712	bl93
\	70.243263	220.749298
56.716712	56.926289	bl94
\	74.071457	207.155945
58.052764	58.327833	bl95
\	71.996874	243.859055
59.349520	59.637688	bl96
\	79.159652	243.859055
60.200926	62.742044	bl99
\	97.443649	234.546341
60.358108	63.187394	bl140
\	71.989848	225.325592
60.515291	60.868951	bl97
\	89.575562	239.191132
60.868951	62.742044	bl98
\	80.984724	243.859055
63.056409	63.436267	bl100
\	89.575562	258.002472
63.934012	65.178374	bl105
\	70.243263	648.758179
63.934012	64.156687	bl103
\	49.136766	189.343124
64.051899	65.178374	bl101
\	417.157318	655.461670
64.287672	64.759220	bl102
\	97.443649	239.191132
64.759220	65.008093	bl104
\	44.128804	167.568085
65.715414	66.121469	bl108
\	93.499802	258.002472
65.715414	65.924991	bl106
\	89.575562	234.546341
65.924991	66.121469	bl107
\	85.960230	225.325592
66.946678	67.287240	bl110
\	84.510892	239.191132
67.038367	67.470620	bl109
\	97.443649	272.357697
67.234846	67.470620	bl111
\	58.871925	239.191132
68.335124	68.741179	bl112
\	84.226977	229.924576
68.793573	71.504972	bl139
\	81.785080	207.155945
68.793573	71.504972	bl113
\	89.575562	248.550171
71.989619	72.369476	bl114
\	77.918755	229.924576
72.539758	72.932714	bl115
\	89.575562	239.191132
73.247079	73.561444	bl116
\	70.243263	417.157318
73.771021	74.137780	bl117
\	89.575562	243.859055
74.517638	74.818905	bl118
\	74.071457	243.859055
75.015383	75.408339	bl119
\	89.575562	229.924576
76.076365	76.403829	bl121
\	89.575562	220.749298
76.076365	76.849180	bl120
\	89.575562	229.924576
76.403829	76.796786	bl122
\	58.871925	220.749298
77.124249	79.953536	bl138
\	81.785080	198.205307
77.425516	79.717762	bl123
\	78.075442	253.264557
79.796353	81.852825	bl124
\	83.324404	258.002472
79.848747	82.468457	bl137
\	62.643539	198.205307
82.324373	82.691132	bl125
\	76.093587	243.859055
82.756625	83.018596	bl126
\	74.071457	234.546341
83.581833	84.014085	bl127
\	77.918755	225.325592
84.118874	84.498732	bl128
\	70.534639	243.859055
84.957181	85.297743	bl129
\	85.670685	225.325592
85.376334	85.638305	bl130
\	81.785080	267.548859
86.175346	86.751682	bl131
\	77.918755	253.264557
86.646893	87.694777	bl132
\	411.632324	675.772827
87.118441	89.017731	bl134
\	97.443649	229.924576
87.393511	87.694777	bl133
\	411.632324	570.855835
89.017731	89.410687	bl135
\	89.575562	248.550171
89.489278	92.187579	bl136
\	77.918755	207.155945
89.541673	91.414765	bl137
\	66.385788	216.195709
90.419275	90.681246	bl136
\	207.155945	952.773499
91.689834	92.187579	bl137
\	97.443649	229.924576
93.929686	94.230953	fw4
\	-1.000000	3981.394775
93.929686	94.230953	fw3
\	-1.000000	1054.087036
93.929686	94.113066	fw2
\	202.669525	944.599548
93.929686	94.230953	fw1
\	-1.000000	229.924576
96.863761	97.269816	fw7
\	-1.000000	1080.371582
96.863761	97.269816	ew5
\	-1.000000	184.944824
96.916155	97.269816	fw8
\	-1.000000	4268.360352
96.916155	97.191224	fw6
\	202.669525	1028.190918
100.439664	100.793325	fw12
\	-1.000000	4004.661865
100.439664	100.832621	fw11
\	-1.000000	1089.220215
100.439664	100.754029	fw10
\	159.008148	1054.087036
100.439664	100.754029	fw9
\	-1.000000	180.568298
103.426133	103.819090	fw16
\	-1.000000	4317.869629
103.426133	103.819090	fw15
\	-1.000000	1116.030884
103.426133	103.819090	fw14
\	191.385449	1107.049683
103.426133	103.819090	fw13
\	-1.000000	220.749298
106.373306	106.779361	fw19
\	-1.000000	1062.805176
106.373306	106.779361	fw17
\	-1.000000	211.664642
106.399504	106.779361	fw20
\	-1.000000	4268.360352
106.425701	106.687672	fw18
\	207.155945	936.466187
109.399071	113.066664	hw2
\	668.968811	912.306458
109.399071	111.547233	hw1
\	74.071457	450.888489
109.713436	112.542722	hw3
\	74.071457	1011.139465
114.376519	119.196785	hw4
\	-1.000000	1036.780396
114.638490	117.886930	hw5
\	342.245911	662.198486
115.162432	118.830025	hw6
\	-1.000000	142.140686
121.397341	123.755079	hw8
\	104.551788	249.198715
121.397341	123.755079	hw7
\	53.517796	1128.842407
121.606917	123.440714	hw9
\	259.718811	470.328522
125.536482	127.422673	hw11
\	117.964233	314.094391
125.536482	127.422673	hw10
\	78.383049	1079.135864
128.889710	137.115598	hw13
\	136.547939	503.025879
128.889710	137.115598	hw12
\	51.252938	1108.795288
139.001789	141.097557	hw16
\	95.157900	198.302856
139.001789	141.045162	hw15
\	95.732498	325.333801
139.001789	141.254739	hw14
\	63.653546	1069.357788
142.250229	144.188814	hw20
\	183.573044	395.434784
142.250229	144.188814	hw17
\	142.659805	1059.633423
144.503179	146.075005	hw21
\	122.484528	314.094391
144.503179	145.865428	hw18
\	113.468719	1021.267883
146.598947	148.589926	hw22
\	173.887573	489.838745
146.598947	148.956685	hw19
\	131.600220	1040.344849
151.733577	153.776951	hw24
\	65.619576	365.661652
151.733577	153.776951	hw23
\	66.709406	1069.357788
151.943154	153.567374	hw25
\	74.105087	198.302856
154.982017	158.335245	hw26
\	140.816971	983.738831
155.453565	157.758909	hw27
\	164.308334	395.434784
158.963976	162.002839	hw28
\	154.834061	1049.962769
159.173552	161.374108	hw30
\	564.200439	884.699341
159.173552	161.740868	hw29
\	164.750108	496.414154
168.001974	168.198452	mw1
\	69.850647	198.302856
168.277043	168.486620	mw2
\	61.411785	203.267090
168.565211	168.774788	mw3
\	53.065468	238.793930
168.840281	169.036759	mw4
\	53.065468	243.981964
169.102252	169.324927	mw5
\	53.065468	218.325180
169.377321	169.547602	mw6
\	44.810604	213.278168
169.599996	169.835770	mw7
\	40.717136	233.634354
169.888165	170.097741	mw8
\	44.810604	213.278168
170.150135	170.359712	mw9
\	40.717136	223.400146
170.438304	170.634782	mw10
\	44.810604	223.400146
170.726472	170.909851	mw11
\	40.717136	223.400146
170.975344	171.132527	mw12
\	53.065468	243.981964
171.237315	171.433793	mw13
\	44.810604	213.278168
171.512384	171.708863	mw14
\	65.619576	233.634354
171.761257	171.970834	mw15
\	44.810604	218.325180
172.049425	172.219706	mw16
\	40.717136	213.278168
172.324494	172.455480	mw17
\	61.411785	275.718079
172.560268	172.756747	mw18
\	-1.000000	389.414368
172.822239	173.031816	mw19
\	-1.000000	401.488495
173.097309	173.254491	mw20
\	-1.000000	383.427002
173.333083	173.490265	mw21
\	-1.000000	395.434784
173.595054	173.765335	mw22
\	-1.000000	389.414368
173.857025	174.001109	mw23
\	-1.000000	383.427002
174.118995	174.276178	mw24
\	-1.000000	426.039703
174.380966	174.538149	mw25
\	-1.000000	476.796112
174.642937	174.839416	mw26
\	-1.000000	426.039703
174.904908	175.075189	mw27
\	-1.000000	451.138245
175.166879	175.376456	mw28
\	-1.000000	438.519897
175.481244	175.625328	mw29
\	-1.000000	426.039703
175.756314	175.900398	mw30
\	-1.000000	516.359192
175.992088	176.162369	mw31
\	-1.000000	635.827209
176.267157	176.450537	mw32
\	-1.000000	578.211731
176.555325	176.699409	mw33
\	-1.000000	564.200439
176.830395	176.987577	mw34
\	-1.000000	523.081238
177.105464	177.262647	mw35
\	-1.000000	503.025879
177.367435	177.524618	mw36
\	-1.000000	585.275513
177.642505	177.786589	mw37
\	-1.000000	592.378357
177.904476	178.074757	mw38
\	-1.000000	599.520386
178.127151	178.349826	mw39
\	-1.000000	348.187622
178.415319	178.598699	mw40
\	-1.000000	419.851135
178.677290	178.926163	mw41
\	-1.000000	536.636780
178.991655	179.161936	mw42
\	-1.000000	457.499695
179.227429	179.423907	mw43
\	-1.000000	503.025879
179.528696	179.725174	mw44
\	-1.000000	606.701965
179.790667	179.974046	mw45
\	48.926689	571.186707
180.091933	180.222919	mw46
\	-1.000000	523.081238
180.327707	180.497988	mw47
\	-1.000000	536.636780
180.602777	180.746861	mw48
\	-1.000000	543.470886
180.851649	181.061226	mw49
\	-1.000000	585.275513
181.152916	181.349394	mw50
\	-1.000000	585.275513
181.493478	181.611365	mw51
\	-1.000000	696.039795
181.768547	181.899533	mw52
\	-1.000000	635.827209
182.043617	182.213898	mw53
\	-1.000000	489.838745
182.331785	182.462770	mw54
\	-1.000000	578.211731
182.593756	182.750938	mw55
\	-1.000000	628.485657
182.868825	183.026008	mw56
\	-1.000000	557.252380
183.170092	183.327275	mw57
\	-1.000000	496.414154
183.432063	183.615443	mw58
\	-1.000000	516.359192
183.707132	183.864315	mw59
\	-1.000000	523.081238
183.995300	184.191779	mw60
\	-1.000000	523.081238
184.309666	184.519242	mw61
\	-1.000000	578.211731
184.768115	185.003889	mw62
\	-1.000000	599.520386
185.252761	185.462338	mw63
\	-1.000000	564.200439
185.685013	185.881491	mw64
\	-1.000000	613.923157
186.104167	186.392335	mw65
\	-1.000000	703.754761
186.562616	186.811488	mw66
\	-1.000000	550.342712
186.981769	187.283036	mw67
\	-1.000000	523.081238
187.453317	187.662894	mw68
\	-1.000000	650.632568
187.885569	188.108244	mw69
\	-1.000000	658.096558
188.344018	188.592891	mw70
\	-1.000000	688.367310
188.802468	189.025143	mw71
\	-1.000000	665.601685
189.221621	189.444296	mw72
\	-1.000000	665.601685
189.666972	189.889647	mw73
\	-1.000000	643.209412
190.099224	190.387392	mw74
\	-1.000000	650.632568
190.544574	190.780348	mw75
\	-1.000000	635.827209
190.989925	191.225699	mw76
\	-1.000000	643.209412
191.435276	191.710345	mw77
\	-1.000000	673.148438
191.906823	192.142597	mw78
\	-1.000000	650.632568
192.365273	192.561751	mw79
\	-1.000000	665.601685
192.771327	193.020200	mw80
\	-1.000000	658.096558
193.203580	193.452452	mw81
\	-1.000000	658.096558
193.675127	193.897803	mw82
\	-1.000000	688.367310
194.133576	194.356252	mw83
\	-1.000000	696.039795
194.552730	194.775405	mw84
\	-1.000000	696.039795
194.984982	195.260052	mw85
\	-1.000000	696.039795
195.417234	195.705402	mw86
\	-1.000000	673.148438
195.888782	196.098359	mw87
\	-1.000000	665.601685
196.334132	196.583005	mw88
\	-1.000000	635.827209
196.766385	197.002158	mw89
\	-1.000000	696.039795
197.224834	197.434410	mw90
\	-1.000000	635.827209
197.643987	197.892860	mw91
\	-1.000000	658.096558
198.089338	198.377506	mw92
\	-1.000000	650.632568
198.547787	198.809758	mw93
\	-1.000000	719.312866
198.993138	199.242010	mw94
\	-1.000000	658.096558
199.372996	199.713558	mw95
\	-1.000000	628.485657
199.896937	200.158908	mw96
\	-1.000000	635.827209
200.316091	200.617358	mw97
\	-1.000000	643.209412
204.022980	205.882974	na5
\	40.717136	281.110168
204.022980	205.882974	na1
\	57.126128	291.983917
207.533391	209.367188	na6
\	44.810604	331.000061
207.690573	209.183808	na2
\	65.619576	348.187622
210.965210	212.406051	na7
\	40.717136	365.661652
210.965210	212.406051	na3
\	45.488746	302.978241
214.397030	215.811673	na8
\	48.926689	325.333801
214.397030	215.811673	na4
\	65.619576	336.697723
219.846026	224.142349	na20
\	74.105087	319.698578
219.846026	225.268825	na9
\	44.810604	665.601685
220.658136	222.806298	na22
\	69.850647	259.718811
221.837005	223.749393	na21
\	69.850647	243.981964
225.530795	226.945439	na10
\	78.383049	198.302856
228.386279	229.434163	na11
\	58.046555	325.333801
229.774725	230.639229	na12
\	65.619576	419.851135
229.931908	230.639229	na23
\	40.717136	302.978241
230.927397	231.765704	na13
\	78.383049	438.519897
231.215565	231.765704	na24
\	57.227112	238.793930
232.211055	233.127953	na14
\	78.383049	489.838745
232.525420	233.127953	na25
\	65.619576	314.094391
234.175837	234.752173	na26
\	69.850647	395.434784
234.175837	234.856961	na15
\	64.543117	2473.365723
235.485692	236.166816	na16
\	-1.000000	395.434784
237.686248	238.314978	na17
\	64.287626	2862.725342
239.703424	240.305957	na18
\	74.462732	833.155762
242.244542	242.925667	na19
\	78.383049	3127.339600
245.204814	246.606359	sw4
\	-1.000000	265.022491
245.676362	246.567063	sw5
\	-1.000000	965.282104
245.676362	246.527768	sw3
\	-1.000000	489.838745
245.781150	246.527768	sw2
\	-1.000000	259.718811
246.527768	247.510159	sw8
\	-1.000000	1138.949097
246.527768	247.510159	sw6
\	-1.000000	516.359192
246.553965	247.510159	sw7
\	44.810604	331.000061
250.902682	251.780285	sw12
\	-1.000000	178.716965
250.902682	251.924369	sw11
\	-1.000000	1211.277588
250.902682	251.871975	sw10
\	-1.000000	348.187622
